drugbank_id	name	z_score_pan	z_score_sars	z_score_mers	z_score_ibv	z_score_mhv	p_value_pan	p_value_sars	p_value_mers	p_value_ibv	p_value_mhv
DB08278	"1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE"	-0.555	-0.204	1.647	-0.101	-1.549	0.159	0.467	0.908	0.249	0.003
DB03981	"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid"	-0.554	-0.467	0.652	-0.236	-0.722	0.202	0.338	0.735	0.359	0.114
DB04564	Gluconolactone	-0.553	-0.164	0.461	-0.455	-1.214	0.216	0.636	0.682	0.167	0.001
DB06720	Velaglucerase alfa	-0.553	-0.164	0.461	-0.455	-1.214	0.216	0.636	0.682	0.167	0.001
DB03602	S-Benzyl-Glutathione	-0.538	-0.352	0.338	-0.465	-0.871	0.206	0.408	0.639	0.148	0.042
DB01812	Adenosine-3'-5'-Diphosphate	-0.534	0.098	1.631	-1.432	-0.539	0.264	0.472	0.912	0.049	0.212
DB00290	Bleomycin	-0.533	-0.17	0.463	-0.865	-0.572	0.198	0.413	0.567	0.091	0.212
DB04707	Hydroxyfasudil	-0.533	-0.693	0.49	-0.954	-0.556	0.178	0.156	0.414	0.119	0.181
DB00820	Tadalafil	-0.532	-0.332	-0.04	-0.476	-0.998	0.22	0.423	0.429	0.17	0.024
DB02388	"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine"	-0.532	-0.829	1.294	-0.017	0.311	0.266	0.149	0.865	0.399	0.548
DB08021	5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide	-0.532	-0.829	1.294	-0.017	0.311	0.266	0.149	0.865	0.399	0.548
DB08025	"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE"	-0.532	-0.829	1.294	-0.017	0.311	0.266	0.149	0.865	0.399	0.548
DB00075	Muromonab	-0.531	0.084	0.016	-1.285	0.339	0.263	0.46	0.364	0.078	0.548
DB00111	Daclizumab	-0.531	-0.742	0.062	-0.066	0.298	0.258	0.185	0.349	0.389	0.511
DB00469	Tenoxicam	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB00814	Meloxicam	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB00821	Carprofen	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB00963	Bromfenac	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01283	Lumiracoxib	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01294	Bismuth subsalicylate	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01399	Salsalate	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01401	Choline magnesium trisalicylate	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01419	Antrafenine	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01424	Aminophenazone	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01435	Antipyrine	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB01600	Tiaprofenic acid	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB04920	Clevidipine	-0.531	-0.256	2.223	-0.426	-1.15	0.207	0.392	0.955	0.182	0.029
DB05095	Cimicoxib	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB06802	Nepafenac	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB08942	Isoxicam	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB08976	Floctafenine	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB08981	Fenbufen	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB09212	Loxoprofen	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB09214	Dexketoprofen	-0.531	-0.259	1.311	-1.303	-0.972	0.202	0.442	0.885	0.011	0.031
DB00731	Nateglinide	-0.528	0.004	1.278	1.433	-1.351	0.256	0.509	0.833	0.88	0.031
DB01252	Mitiglinide	-0.528	0.004	1.278	1.433	-1.351	0.256	0.509	0.833	0.88	0.031
DB00066	Follitropin	-0.524	-0.262	-0.266	-0.505	-0.842	0.288	0.596	0.339	0.157	0.049
DB00094	Urofollitropin	-0.524	-0.262	-0.266	-0.505	-0.842	0.288	0.596	0.339	0.157	0.049
DB09460	Sodium carbonate	-0.523	0.103	2.025	-1.823	-1.274	0.21	0.523	0.943	0.025	0.041
DB01616	Alverine	-0.521	-0.385	0.686	-0.462	-0.824	0.331	0.508	0.814	0.458	0.13
DB03501	Galactose-uridine-5'-diphosphate	-0.521	-0.341	-0.612	-0.635	-0.699	0.262	0.415	0.155	0.108	0.106
DB00437	Allopurinol	-0.52	-0.511	0.732	-0.169	-0.677	0.203	0.234	0.756	0.253	0.132
DB00613	Amodiaquine	-0.519	-0.538	1.358	0.202	-0.632	0.273	0.246	0.841	0.448	0.192
DB02180	Myristoyl-Coa	-0.518	-0.306	1.449	-1.289	-0.741	0.182	0.334	0.885	0.06	0.112
DB01580	Oxprenolol	-0.515	0.092	-1.41	0.64	-1.426	0.282	0.521	0.06	0.686	0.048
DB03674		-0.515	-0.112	0.3	-1.063	-1.022	0.198	0.476	0.513	0.066	0.047
DB08464	"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE"	-0.514	-1.009	-0.866	-0.061	-0.124	0.174	0.098	0.101	0.359	0.332
DB08465	"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE"	-0.514	-1.009	-0.866	-0.061	-0.124	0.174	0.098	0.101	0.359	0.332
DB00083	Botulinum toxin type A	-0.513	-0.339	1.324	0.229	-1.32	0.218	0.302	0.859	0.366	0.025
DB01785	Dimethylallyl Diphosphate	-0.513	-0.302	0.2	-0.428	-0.789	0.288	0.491	0.615	0.179	0.075
DB03317	Heme C	-0.513	-0.567	1.053	0.17	-0.458	0.17	0.183	0.837	0.577	0.266
DB02123	Glycochenodeoxycholic Acid	-0.511	-0.028	0	-0.185	-1.153	0.221	0.586	0.415	0.231	0.013
DB00410	Mupirocin	-0.51	-0.042	0.246	-0.823	-1.525	0.229	0.635	0.529	0.108	0.001
DB00488	Altretamine	-0.51	-0.321	0.188	-1.088	-0.787	0.428	0.409	0.492	0.123	0.381
DB08827	Lomitapide	-0.51	-0.27	-0.202	-0.904	-0.947	0.428	0.412	0.416	0.247	0.311
DB00405	Dexbrompheniramine	-0.509	-0.361	0.277	-0.464	-0.834	0.29	0.461	0.625	0.164	0.052
DB09081	Idebenone	-0.509	0	0.903	-0.13	-1.22	0.261	0.672	0.793	0.362	0.006
DB00341	Cetirizine	-0.508	0.144	0.035	0.072	-1.493	0.237	0.611	0.369	0.298	0.013
DB08601	tributylstannanyl	-0.508	-0.297	1.09	-0.832	0.724	0.25	0.344	0.785	0.14	0.694
DB03127	Benzamidine	-0.507	-1.022	-1.156	-1.193	0.022	0.205	0.122	0.074	0.079	0.387
DB02475	Deoxyguanidinoproclavaminic acid	-0.506	-0.624	1.632	0.447	-0.603	0.198	0.196	0.893	0.43	0.182
DB00222	Glimepiride	-0.503	-0.29	0.846	-0.019	-0.876	0.239	0.445	0.773	0.446	0.056
DB04883	Darusentan	-0.503	-0.5	0.917	-0.114	-0.704	0.198	0.24	0.788	0.264	0.139
DB06268	Sitaxentan	-0.503	-0.5	0.917	-0.114	-0.704	0.198	0.24	0.788	0.264	0.139
DB06403	Ambrisentan	-0.503	-0.5	0.917	-0.114	-0.704	0.198	0.24	0.788	0.264	0.139
DB08932	Macitentan	-0.503	-0.5	0.917	-0.114	-0.704	0.198	0.24	0.788	0.264	0.139
DB01295	Bevantolol	-0.502	0.135	-0.971	0.302	-1.333	0.247	0.541	0.127	0.507	0.047
DB06855	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	-0.5	0.412	-0.495	-0.828	-1.183	0.214	0.699	0.054	0.103	0.049
DB06775	Carglumic acid	-0.499	-0.15	0.546	-0.433	-1.058	0.341	0.643	0.706	0.2	0.007
DB08298		-0.499	0.006	0.916	-1.094	-1.184	0.25	0.485	0.733	0.068	0.071
DB08794	Ethyl biscoumacetate	-0.499	0.724	-2.449	-0.731	-1.165	0.227	0.852	0.002	0.133	0.055
DB01280	Nelarabine	-0.498	-0.237	-0.091	-1.081	-0.559	0.25	0.562	0.42	0.024	0.203
DB01858	[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate	-0.498	-0.455	1.448	-0.063	-0.402	0.222	0.254	0.886	0.237	0.275
DB07513	7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE	-0.498	0.723	1.089	0.523	-2.482	0.266	0.77	0.792	0.572	0.004
DB07967	9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE	-0.498	-0.455	1.448	-0.063	-0.402	0.222	0.254	0.886	0.237	0.275
DB09052	Blinatumomab	-0.497	-0.11	-0.718	-0.219	-0.695	0.225	0.506	0.029	0.217	0.127
DB00895	Benzylpenicilloyl Polylysine	-0.495	-0.382	0.692	-0.642	-0.783	0.355	0.489	0.766	0.097	0.082
DB02897	Acetylphosphate	-0.495	-0.382	0.137	-0.642	-0.783	0.355	0.489	0.562	0.097	0.082
DB06692	Aprotinin	-0.495	-0.003	2.252	0.435	-0.814	0.279	0.458	0.967	0.456	0.138
DB02740	3-Indolebutyric Acid	-0.494	0.139	-4.197	0.923	-0.582	0.262	0.509	0	0.627	0.182
DB07713	"(1S)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid"	-0.493	-0.344	0.1	0.103	-0.509	0.196	0.363	0.467	0.359	0.209
DB00716	Nedocromil	-0.492	-0.279	-0.033	0.143	-0.053	0.205	0.283	0.356	0.447	0.354
DB08660	"1,2,5,8-tetrahydroxyanthracene-9,10-dione"	-0.492	-1.12	-1.126	-0.908	-0.219	0.197	0.097	0.069	0.117	0.275
DB00461	Nabumetone	-0.491	-0.079	1.084	-1.306	-1.3	0.241	0.427	0.792	0.052	0.045
DB04600	"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE"	-0.491	-0.276	1.263	-0.835	-0.979	0.221	0.453	0.874	0.114	0.047
DB04601	"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE"	-0.491	-0.276	1.263	-0.835	-0.979	0.221	0.453	0.874	0.114	0.047
DB07596	"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate"	-0.491	-0.276	1.263	-0.835	-0.979	0.221	0.453	0.874	0.114	0.047
DB01782	"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One"	-0.489	-0.066	0.316	0.187	-0.405	0.244	0.39	0.564	0.513	0.279
DB09242	Moxonidine	-0.488	-0.186	1.262	-0.091	-0.996	0.222	0.418	0.847	0.23	0.07
DB02112	Zk-806450	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB04424	RPR128515	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB06845	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB06850	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB06853	N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB06858	N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB07088	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB07091	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB07095	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB07131	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB08254	2-NAPHTHALENESULFONIC ACID	-0.487	-0.547	0.13	-0.013	-0.359	0.218	0.198	0.475	0.288	0.299
DB06288	Amisulpride	-0.485	-1	2.961	1.323	-0.531	0.282	0.12	0.995	0.883	0.221
DB00582	Voriconazole	-0.484	0.076	1.001	-0.127	-1.314	0.264	0.692	0.817	0.374	0.005
DB02049	2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide	-0.484	-0.399	0.274	-0.544	-0.724	0.298	0.421	0.607	0.128	0.113
DB03958	7-methyl-guanosine-5'-triphosphate-5'-guanosine	-0.484	-0.451	0.872	-0.143	-0.649	0.219	0.266	0.773	0.233	0.152
DB00339	Pyrazinamide	-0.483	-0.136	0.455	-1.354	-1.226	0.232	0.516	0.638	0.025	0.016
DB01024	Mycophenolic acid	-0.481	-0.395	-1.379	-0.531	-0.269	0.219	0.251	0.053	0.228	0.304
DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	-0.479	-0.141	0.883	-1.214	-0.636	0.25	0.501	0.782	0.042	0.157
DB00750	Prilocaine	-0.478	0.158	-1.859	0.398	-1.262	0.27	0.541	0.01	0.524	0.064
DB00035	Desmopressin	-0.477	-0.273	-0.705	-0.545	-0.674	0.266	0.409	0.115	0.14	0.131
DB00067	Vasopressin	-0.477	-0.273	-0.705	-0.545	-0.674	0.266	0.409	0.115	0.14	0.131
DB09232	Cilnidipine	-0.476	-0.345	0.417	-0.433	-0.834	0.261	0.402	0.675	0.154	0.067
DB00232	Methyclothiazide	-0.475	-0.193	1.44	-0.974	-1.084	0.26	0.494	0.893	0.089	0.025
DB01288	Fenoterol	-0.475	0.103	-2.094	0.185	-1.389	0.277	0.514	0.007	0.47	0.05
DB03693	N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide	-0.474	0.015	-0.286	-2.023	-1.018	0.203	0.411	0.215	0.016	0.075
DB09019	Bromhexine	-0.474	-0.172	0.216	-0.46	-1.074	0.24	0.505	0.554	0.135	0.025
DB07530	"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol"	-0.47	0.137	1.083	1.256	-1.593	0.277	0.512	0.785	0.76	0.031
DB08742	"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)"	-0.47	0.137	1.083	1.256	-1.593	0.277	0.512	0.785	0.76	0.031
DB00859	Penicillamine	-0.469	-0.145	-1.117	-0.476	-0.786	0.391	0.679	0.02	0.175	0.165
DB01997	3-Bromo-7-Nitroindazole	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB02044	N-(3-(Aminomethyl)Benzyl)Acetamidine	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB02335	2-Aminothiazoline	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB02539		-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB02833	[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine	-0.469	-0.041	-0.87	-1.202	-0.117	0.204	0.38	0.144	0.079	0.363
DB03910	"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB04223	Nitroarginine	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB07003	"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine"	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB07389	N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE	-0.469	0.799	1.037	-0.228	-3.064	0.261	0.751	0.78	0.305	0.001
DB00693	Fluorescein	-0.468	0.245	1.028	-0.942	-1.357	0.235	0.701	0.792	0.084	0.009
DB02869	3-amino-5-phenylpentane	-0.465	-0.254	0.909	-0.558	-0.752	0.377	0.545	0.799	0.114	0.1
DB06803	Niclosamide	-0.465	0.167	-0.505	-0.595	-0.41	0.209	0.5	0.259	0.208	0.287
DB01359	Penbutolol	-0.462	0.028	-1.91	0.368	-1.052	0.279	0.458	0.009	0.528	0.099
DB03600	Capric acid	-0.462	-0.383	0.437	-0.332	-0.731	0.291	0.345	0.664	0.193	0.103
DB01549	Rolicyclidine	-0.459	-0.223	0.982	-0.511	-0.877	0.341	0.563	0.81	0.138	0.052
DB00356	Chlorzoxazone	-0.456	0.548	0.754	-0.134	-2.803	0.287	0.644	0.615	0.353	0.002
DB00983	Formoterol	-0.456	-0.426	-1.344	-0.335	0.021	0.196	0.242	0.064	0.289	0.389
DB13161	Nusinersen	-0.456	-0.051	2.18	-1.832	-1.255	0.273	0.436	0.983	0.017	0.058
DB00737	Meclizine	-0.455	0.044	-0.247	-0.199	-1.282	0.252	0.643	0.283	0.212	0.016
DB07863	2-chloro-5-nitro-N-phenylbenzamide	-0.454	-0.194	1.294	-0.015	0.003	0.295	0.369	0.886	0.395	0.418
DB08402	"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID"	-0.454	-0.194	1.294	-0.015	0.003	0.295	0.369	0.886	0.395	0.418
DB02839	"2,4-Dihydroxybenzoic Acid"	-0.453	-0.147	0.728	-1.356	-1.01	0.285	0.536	0.748	0.024	0.027
DB01620	Pheniramine	-0.452	-0.034	0.828	0.191	-0.999	0.276	0.6	0.768	0.518	0.035
DB01905	2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine	-0.451	-0.373	0.054	-0.169	-0.483	0.262	0.333	0.433	0.232	0.236
DB02526	CRA_10655	-0.451	-0.373	0.054	-0.169	-0.483	0.262	0.333	0.433	0.232	0.236
DB03876	"Thieno[2,3-B]Pyridine-2-Carboxamidine"	-0.451	-0.373	0.054	-0.169	-0.483	0.262	0.333	0.433	0.232	0.236
DB00968	Methyldopa	-0.447	0.571	-1.592	-0.317	-0.904	0.256	0.729	0.046	0.36	0.145
DB00697	Tizanidine	-0.445	-0.059	1.696	-0.118	-0.966	0.255	0.497	0.916	0.227	0.065
DB01009	Ketoprofen	-0.445	-0.179	0.659	-0.721	-0.342	0.285	0.366	0.613	0.116	0.286
DB08150	"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium"	-0.445	-1.064	0.318	0.036	-0.502	0.205	0.076	0.527	0.444	0.196
DB08756	(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE	-0.442	-0.781	0.735	-0.535	-0.832	0.223	0.155	0.543	0.228	0.133
DB11619	Gestrinone	-0.442	-0.542	-1.006	-0.432	-0.135	0.211	0.205	0.08	0.229	0.312
DB08782	4-(2-AMINOETHYL)BENZENESULFONAMIDE	-0.441	-0.081	1.181	-1.022	-1.091	0.286	0.563	0.843	0.083	0.026
DB00870	Suprofen	-0.44	0.202	2.351	-1.327	-1.555	0.25	0.644	0.964	0.035	0.005
DB07482	(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	-0.438	-0.253	-0.158	-0.374	-0.621	0.356	0.497	0.368	0.183	0.159
DB08220	"(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid"	-0.438	0.393	0.818	0.846	-2.068	0.279	0.676	0.674	0.599	0.003
DB00264	Metoprolol	-0.435	0.155	-2.054	0.814	-0.899	0.311	0.526	0.01	0.761	0.119
DB00896	Rimexolone	-0.434	0.006	0.558	-0.884	-1.282	0.296	0.448	0.338	0.137	0.07
DB02266	Flufenamic Acid	-0.434	-1.117	0.965	-0.456	0.138	0.224	0.089	0.775	0.256	0.469
DB01592	Iron	-0.433	-0.779	-0.803	0.467	0.548	0.292	0.18	0.142	0.602	0.642
DB01120	Gliclazide	-0.432	-0.299	0.525	0.174	-0.298	0.301	0.434	0.662	0.538	0.394
DB08388	"5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE"	-0.431	-0.167	-0.105	-0.241	-0.727	0.27	0.489	0.344	0.205	0.099
DB01198	Zopiclone	-0.43	-0.528	1.917	-0.466	-0.578	0.262	0.24	0.946	0.166	0.167
DB03352	S-Arsonocysteine	-0.43	-0.057	1.247	0.065	-1.016	0.32	0.617	0.857	0.508	0.032
DB00553	Methoxsalen	-0.429	-0.27	0.189	-0.348	-0.821	0.276	0.389	0.535	0.167	0.08
DB00880	Chlorothiazide	-0.429	0.168	1.586	-0.821	-1.586	0.285	0.667	0.909	0.13	0.006
DB04270	(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB05416	Cardarine	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB07053	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB07070	(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB08078	{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB08915	Aleglitazar	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB09006	Clinofibrate	-0.429	-0.301	1.124	1.441	-1.539	0.295	0.321	0.816	0.833	0.032
DB04948	Lofexidine	-0.427	-0.353	1.842	-0.387	-0.863	0.277	0.363	0.936	0.162	0.07
DB08588	2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	-0.426	-0.225	-0.101	-0.368	-0.599	0.383	0.522	0.389	0.169	0.175
DB00388	Phenylephrine	-0.425	0.015	-1.002	0.464	-1.928	0.296	0.448	0.125	0.572	0.019
DB00525	Tolnaftate	-0.425	0.012	0.525	-0.127	-1.066	0.308	0.686	0.692	0.389	0.017
DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	-0.423	-0.754	0.135	-0.32	-0.157	0.236	0.134	0.382	0.298	0.325
DB00960	Pindolol	-0.422	-0.306	-1.488	1.161	-1.045	0.296	0.329	0.041	0.839	0.107
DB00736	Esomeprazole	-0.421	-0.2	0.154	-0.92	-0.539	0.377	0.563	0.496	0.071	0.23
DB01438	Phenazopyridine	-0.418	-0.033	0.487	-0.175	-1.069	0.286	0.445	0.528	0.308	0.064
DB02836	Guanosine 5'-Diphosphate 2':3'-Cyclic Monophosphate	-0.417	-0.265	0.532	-0.976	0.026	0.211	0.293	0.353	0.102	0.398
DB04077		-0.416	-0.601	0.56	0.326	-0.285	0.296	0.249	0.584	0.513	0.319
DB07988	"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2YL)-UREIDO]-N-METHYL-3-PENTAFLUOROPHENYL-PROPIONAMIDE"	-0.416	-0.221	-0.341	0.706	0.192	0.308	0.365	0.079	0.525	0.484
DB09128	Brexpiprazole	-0.416	-0.924	1.65	0.944	-1.365	0.305	0.141	0.904	0.698	0.063
DB00701	Amprenavir	-0.415	-0.325	-0.306	-1.125	-1.189	0.295	0.331	0.225	0.066	0.051
DB01004	Ganciclovir	-0.415	-0.156	0.513	-0.436	-0.83	0.358	0.571	0.693	0.15	0.063
DB01034	Cerulenin	-0.415	0.335	0.591	-1.34	-1.103	0.275	0.652	0.599	0.04	0.06
DB03424	Ubenimex	-0.415	-0.094	0.336	0.611	-0.26	0.316	0.411	0.472	0.484	0.331
DB04228	"(2r)-Amino(3,5-Dihydroxyphenyl)Acetic Acid"	-0.415	-0.156	0.513	-0.436	-0.83	0.358	0.571	0.693	0.15	0.063
DB00373	Timolol	-0.414	0.263	-1.941	0.253	-1.264	0.297	0.549	0.01	0.489	0.058
DB03144	N-Omega-Hydroxy-L-Arginine	-0.411	0.483	1.142	-0.54	-2.99	0.298	0.627	0.811	0.217	0.001
DB00650	Leucovorin	-0.409	-0.108	1.09	0.102	-1.291	0.278	0.467	0.832	0.326	0.017
DB00848	Levamisole	-0.409	-0.235	0.452	-0.185	-0.514	0.306	0.408	0.64	0.228	0.224
DB06813	Pralatrexate	-0.409	-0.108	1.09	0.102	-1.291	0.278	0.467	0.832	0.326	0.017
