cmap_instance	drugbank_id	name	dose	cell_line	mers1_es	mers1_p	sars1_es	sars1_p	sars2_es	sars2_p
2867	DB08814	Triflusal	0.0000162	MCF7	0	1	0	1	0	0.97
2868	DB00498	Phenindione	0.000018	MCF7	0	1	0	1	0	0.95
2869	DB00608	Chloroquine	0.0000078	MCF7	0	1	0	1	0	0.95
2870	DB01120	Gliclazide	0.0000124	MCF7	0	1	0	1	-0.550938246	1
2871	DB01182	Propafenone	0.0000106	MCF7	0	1	0	0.99	-0.555282555	1
2872	DB12401	Bromperidol	0.0000096	MCF7	0	1	0	1	-0.582283767	1
2873	DB01598	Imipenem	0.0000134	MCF7	0	1	0	1	0	0.94
2874	DB00933	Mesoridazine	0.0000074	MCF7	0	1	0	1	0	0.97
2875	DB11582	Thiocolchicoside	0.000007	MCF7	0	1	-0.561594936	1	-0.664909152	1
2876	DB09069	Trimetazidine	0.0000118	MCF7	0	1	0	0.99	0	0.93
2878	DB06704	Iobenguane	0.0000108	MCF7	0	1	0.761111111	0	0.8690387	0
2879	DB08989	Etamivan	0.000018	MCF7	0	1	0	0.99	0	0.94
2880	DB01176	Cyclizine	0.0000132	MCF7	0	1	-0.755663216	1	0	0.97
2882	DB00795	Sulfasalazine	0.00001	MCF7	0	1	0	1	0	0.98
2884	DB11389	Clorsulon	0.0000106	MCF7	0	1	0	0.99	0	0.86
2885	DB13063	Parthenolide	0.0000162	MCF7	-0.470062236	1	-0.69481542	1	0	0.94
2886	DB04825	Prenylamine	0.0000096	MCF7	-0.528575946	1	-0.748988248	1	0	0.9
2887	DB01199	Tubocurarine	0.0000052	MCF7	0	1	0	0.99	0	0.95
2888	DB09085	Tetracaine	0.0000132	MCF7	0	1	0	1	0	0.94
2894	DB00152	Thiamine	0.0000118	MCF7	0	1	0	1	0	0.92
2895	DB13345	Dihydroergocristine	0.0000056	MCF7	0	1	0	1	0.648612221	0
2896	DB00764	Mometasone	0.0000076	MCF7	-0.516886356	1	0	0.97	0	0.9
2899	DB01426	Ajmaline	0.0000122	MCF7	0.465853486	0.01	0	0.98	0	0.94
2901	DB00931	Metacycline	0.0000084	HL60	0.490298724	0	0	1	0	0.97
2905	DB13532	Cyclopenthiazide	0.0000106	HL60	0	1	0	1	0.516806966	0
2906	DB13478	Meptazinol	0.0000148	HL60	0	1	-0.444444444	1	0	0.98
2907	DB08984	Etofenamate	0.0000108	HL60	0	1	0	1	0	0.99
2908	DB11820	Nifurtimox	0.000014	HL60	0	1	0	0.99	0.438271566	0
2909	DB01337	Pancuronium	0.0000054	HL60	0	1	0	1	0	1
2910	DB07814	Gibberellic acid	0.0000116	HL60	0	1	0	1	0	0.99
2911	DB12092	Naftopidil	0.0000086	HL60	0	1	0	1	0	1
2912	DB14038	beta-Sitosterol	0.0000096	HL60	0	1	0.579327834	0.02	0	0.99
2913	DB00176	Fluvoxamine	0.0000092	HL60	0	1	0	1	0	1
2914	DB04626	Apramycin	0.0000074	HL60	0	1	0	1	0	1
2915	DB13483	Etamsylate	0.0000152	HL60	0	1	0.509134304	0.03	0	0.99
2916	DB01006	Letrozole	0.000014	HL60	0	1	0	1	0	0.98
2917	DB01618	Molindone	0.0000128	HL60	0	1	0	1	0	1
2918	DB00489	Sotalol	0.000013	HL60	0	1	0	1	0	1
2920	DB13307	Proscillaridin	0.0000076	HL60	-0.450498728	1	0	1	0	0.98
2921	DB11385	Cefalonium	0.0000088	HL60	0	1	0	1	0	1
2923	DB09242	Moxonidine	0.0000166	HL60	0	1	0	1	0	0.99
2924	DB01096	Oxamniquine	0.0000144	HL60	0	1	0	1	0	0.99
2926	DB02918	Zardaverine	0.000015	HL60	0	1	-0.697771552	1	0	1
2928	DB13867	Fluticasone	0.000008	HL60	0	1	0	1	0	1
2929	DB08966	Fursultiamine	0.0000092	HL60	0	1	0	1	0	1
2930	DB08985	Etilefrine	0.0000184	HL60	0	1	-0.633333333	1	0	0.99
2931	DB01056	Tocainide	0.0000174	HL60	0	1	0.472222222	0.11	0	0.98
2932	DB00943	Zalcitabine	0.000019	HL60	0	1	-0.743288712	1	0	0.98
2933	DB01245	Decamethonium	0.0000096	HL60	0	1	0	1	0	0.97
2934	DB01043	Memantine	0.0000186	HL60	0	1	0	1	0	0.99
2936	DB01624	Zuclopenthixol	0.0000092	HL60	0	1	0	1	0	0.99
2937	DB12831	Gabexate	0.0000096	HL60	0	1	0	1	0	0.95
2938	DB00770	Alprostadil	0.0000112	HL60	0	1	0	0.99	0	0.96
2939	DB01053	Benzylpenicillin	0.0000042	HL60	0	1	0	1	0	0.98
2942	DB12017	Ozagrel	0.0000152	HL60	0	1	0	1	0.506127878	0.01
2943	DB14081	Asiaticoside	0.0000042	HL60	0	1	0	1	0.548175577	0
2944	DB01131	Proguanil	0.0000138	HL60	0	1	0	1	0.569481932	0
2945	DB01604	Pivampicillin	0.0000086	HL60	0	1	-0.624191247	1	0	1
2946	DB13227	Tribenoside	0.0000084	HL60	0	1	0	1	0	0.98
2947	DB00734	Risperidone	0.0000098	HL60	0	1	0	1	0	0.99
2948	DB01106	Levocabastine	0.0000088	HL60	0	1	0	1	0	1
2950	DB11458	Roxarsone	0.0000152	HL60	0	1	0	1	0	1
2951	DB12478	Piribedil	0.000012	HL60	0	1	-0.565941578	1	0	1
2953	DB00256	Lymecycline	0.0000066	HL60	0	1	0	1	0	1
2954	DB13814	Talampicillin	0.0000078	HL60	0	1	0	1	0	1
2955	DB00896	Rimexolone	0.0000108	HL60	0	1	-0.448365632	1	0	0.98
2956	DB00214	Torasemide	0.0000114	HL60	0	1	0.480447246	0.1	0	1
2957	DB06816	Pyrvinium	0.0000034	HL60	-0.616427309	1	-0.853118271	1	0	1
2958	DB00292	Etomidate	0.0000164	HL60	0	1	0.677777778	0.01	0	0.99
2959	DB00680	Moricizine	0.0000086	HL60	0	1	0	1	0.496974975	0
2960	DB00832	Phensuximide	0.0000212	HL60	0	1	0	1	0	0.97
2962	DB08835	Spaglumic Acid	0.0000132	HL60	0	1	0	1	0	0.99
2963	DB00955	Netilmicin	0.0000028	HL60	0	1	0	1	0.603114603	0
2964	DB00505	Tridihexethyl	0.0000114	HL60	0	1	0	1	0	0.98
2965	DB08946	Iopanoic acid	0.000007	HL60	0	1	-0.645004799	1	0	1
2966	DB09313	Ioxaglic acid	0.0000032	HL60	0	1	0	1	0	1
2967	DB00448	Lansoprazole	0.0000108	HL60	0	1	0	1	0.528235354	0.01
2969	DB02527	Cyclic adenosine monophosphate	0.0000122	HL60	0.499567862	0	0	1	0.527894933	0
2970	DB00447	Loracarbef	0.0000108	HL60	0	1	0	1	0	0.98
2971	DB01168	Procarbazine	0.0000156	HL60	0	1	0	1	0.584521535	0
2972	DB01359	Penbutolol	0.0000058	HL60	0	1	0	1	0.523356821	0
2973	DB01605	Pivmecillinam	0.0000084	HL60	0	1	0	1	0	1
2974	DB00735	Naftifine	0.0000124	HL60	0	1	0	1	0	1
2975	DB01019	Bethanechol	0.0000204	HL60	0	1	0	1	0	0.99
2979	DB06827	Viomycin	0.0000052	HL60	0	1	0	0.99	0.48685344	0.01
2980	DB06793	Levopropoxyphene	0.0000074	HL60	0	1	0	0.99	0.528067797	0
2983	DB00607	Nafcillin	0.0000088	HL60	0.353648732	0	0	0.96	0.559578342	0
2984	DB00279	Liothyronine	0.0000062	HL60	0	1	0.365701611	0.19	0	0.92
2985	DB01077	Etidronic acid	0.000016	HL60	0	1	0	0.96	0.468306504	0.01
2986	DB00277	Theophylline	0.0000202	HL60	0	0.99	0	1	0	0.92
2987	DB00919	Spectinomycin	0.0000098	HL60	-0.403334308	1	0	0.98	0	0.88
2988	DB13499	Cefsulodin	0.0000072	HL60	0	0.99	0.606074403	0	0.403664144	0.02
2989	DB00562	Benzthiazide	0.0000092	HL60	0	1	0	0.99	0.487603028	0
2990	DB01051	Novobiocin	0.0000064	HL60	0	1	0	1	0.394131715	0.03
2991	DB00387	Procyclidine	0.0000124	HL60	0	1	0	0.98	0.505710107	0
2992	DB00778	Roxithromycin	0.0000048	HL60	0	1	0	1	0	0.94
2995	DB01412	Theobromine	0.0000222	HL60	0	1	0	0.97	0.501517341	0
2996	DB13744	Piromidic acid	0.0000138	HL60	0	1	0.449517472	0.06	0	0.96
2998	DB01021	Trichlormethiazide	0.0000106	HL60	0	1	-0.511065712	1	0	0.96
3001	DB00394	Beclomethasone dipropionate	0.0000076	HL60	0	1	-0.384365839	1	0	0.98
3002	DB00641	Simvastatin	0.0000096	HL60	0	1	0.476658365	0.07	0	0.9
3003	DB00206	Reserpine	0.0000066	HL60	-0.401116721	1	-0.494444444	1	0	0.95
3004	DB00726	Trimipramine	0.0000098	HL60	0.448888045	0	0	0.98	0.510185833	0
3005	DB00870	Suprofen	0.0000154	HL60	0	1	0	0.99	0.382082192	0.03
3006	DB13216	Oxolamine	0.0000092	HL60	0	1	0	0.99	0.413326891	0.02
3007	DB08951	Indoprofen	0.0000142	HL60	0	1	0	0.98	0	0.85
3008	DB01357	Mestranol	0.0000128	HL60	0	1	0	0.99	0	0.92
3009	DB00500	Tolmetin	0.0000126	HL60	0	1	0.493781617	0.07	0.527530656	0
3011	DB08800	Chloropyramine	0.0000122	HL60	0	1	0	0.97	0.40910745	0.01
3013	DB00782	Propantheline	0.000009	HL60	0	1	-0.543773835	1	-0.645231667	1
3014	DB02329	Carbenoxolone	0.0000066	HL60	0.302690954	0.03	0	1	0	0.93
3015	DB01210	Levobunolol	0.0000122	HL60	0	0.99	0	0.97	0.335478502	0.02
3017	DB01421	Paromomycin	0.0000056	HL60	0.341980468	0.06	0.540977249	0.03	0	0.8
3018	DB00747	Scopolamine	0.0000118	HL60	0	1	0	0.99	-0.437907767	0.95
3019	DB00614	Furazolidone	0.0000178	HL60	0.343684164	0.03	0	0.92	0.328223948	0.01
3020	DB01203	Nadolol	0.000013	HL60	0	1	0	1	0.424327422	0.01
3021	DB11423	Lasalocid	0.0000066	HL60	0	1	0.479134563	0.05	0.508341503	0.01
3022	DB09403	Iocetamic acid	0.0000066	HL60	0	0.99	0	0.98	0.35804816	0.03
3023	DB01249	Iodixanol	0.0000026	HL60	0	1	0	0.98	0.405424528	0.01
3024	DB00590	Doxazosin	0.0000074	HL60	0	1	-0.536298545	1	-0.407152499	1
3025	DB00316	Acetaminophen	0.0000264	HL60	0	1	-0.483333333	0.99	0	0.93
3026	DB09134	Ioversol	0.000005	HL60	0	0.98	0	0.98	-0.469897561	1
3027	DB01144	Diclofenamide	0.0000132	HL60	0	1	0.400298337	0.21	0	0.87
3028	DB04570	Latamoxef	0.000007	HL60	-0.34411816	1	-0.416666667	0.99	0	0.88
3030	DB01004	Ganciclovir	0.0000156	HL60	0	1	-0.438888889	1	0	0.87
3031	DB01301	Rolitetracycline	0.0000076	HL60	0	1	0	0.99	0	0.92
3032	DB01095	Fluvastatin	0.0000092	HL60	0	1	0.489409033	0.04	0	0.96
3033	DB13248	Phthalylsulfathiazole	0.00001	HL60	0	1	-0.437826549	1	0	0.9
3034	DB06774	Capsaicin	0.000013	HL60	0	0.99	0	1	0	0.94
3035	DB06820	Sulconazole	0.0000086	HL60	0	1	0	1	0	0.93
3036	DB01223	Aminophylline	0.0000096	HL60	0	1	0.422896723	0.14	0	0.95
3038	DB00392	Profenamine	0.0000114	HL60	0	1	0	0.98	0	0.91
3039	DB02187	Equilin	0.000015	HL60	0	0.99	-0.362290191	0.98	0	0.95
3041	DB15584		0.000014	HL60	-0.394679365	1	0	0.99	0	0.94
3042	DB00411	Carbamoylcholine	0.0000218	HL60	0	1	0	0.98	0	0.93
3043	DB00627	Niacin	0.0000324	HL60	0	0.99	0	0.98	0	0.94
3045	DB07118	Hymecromone	0.0000228	HL60	0	0.99	0	0.96	0.371174737	0.01
3047	DB00585	Nizatidine	0.000012	HL60	0.366241942	0	0	0.97	0.275790973	0.04
3048	DB00818	Propofol	0.0000224	HL60	0	1	0	0.99	-0.591927488	1
3049	DB14007	Pentetic acid	0.0000102	HL60	0	1	0	0.98	0.306981365	0.08
3050	DB00265	Crotamiton	0.0000196	HL60	0	1	0.408144603	0.15	0	0.88
3051	DB13740	Bemegride	0.0000258	HL60	0	1	0	0.99	0	0.93
3052	DB13155	Esculin	0.0000118	HL60	0	1	-0.450256829	1	-0.389072429	0.96
3054	DB00600	Monobenzone	0.00002	HL60	-0.491465471	1	-0.427777778	0.99	0	0.86
3056	DB15492		0.0000106	HL60	0	0.99	0	0.97	0.304654202	0.03
3057	DB01158	Bretylium	0.0000096	HL60	0	0.99	0.581212546	0	0	0.84
3059	DB00571	Propranolol	0.0000136	HL60	0	1	0	0.98	0.346852392	0.02
3060	DB03671	"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One"	0.0000102	HL60	-0.384077652	1	0	1	0	0.91
3061	DB07477	Felbinac	0.0000188	HL60	0	1	0	0.97	0.349970303	0.01
3062	DB08792	Diloxanide	0.0000122	HL60	0.323629651	0	0	0.97	0	0.81
3064	DB13781	Xamoterol	0.000005	HL60	0	1	-0.488888889	1	-0.50720584	1
3065	DB00794	Primidone	0.0000184	HL60	0	0.99	0	0.96	0.379648279	0.01
3066	DB00733	Pralidoxime	0.0000232	HL60	0.516890432	0	0	1	0.712390117	0
3067	DB13443	Esatenolol	0.000015	HL60	0	1	-0.486236283	1	0	1
3069	DB14084	Butylparaben	0.0000206	HL60	0	1	0	1	0.54104613	0
3070	DB01011	Metyrapone	0.0000176	HL60	0	1	0	1	0	0.99
3071	DB00655	Estrone	0.0000148	HL60	0.380269665	0	0	0.99	0.565720083	0
3072	DB01954	Rolipram	0.0000146	HL60	0	1	0	0.99	0	0.96
3073	DB01099	Flucytosine	0.000031	HL60	0	1	0	1	0	0.92
3074	DB06439	Tyloxapol	0.000004	HL60	0	1	-0.381154175	1	0	0.96
3075	DB12328	Cantharidin	0.0000204	HL60	-0.460049802	1	0	1	0	0.98
3076	DB00345	Aminohippuric acid	0.0000206	HL60	0	1	-0.397647028	1	0	0.98
3078	DB12661	Urapidil	0.0000094	HL60	0	1	-0.44336654	1	0	0.98
3080	DB09552	Thonzonium	0.0000068	HL60	0	1	0	1	0.548075138	0
3082	DB13399	Terguride	0.0000118	HL60	0	1	0	1	0.560186999	0
3083	DB11413	Florfenicol	0.0000112	HL60	0	1	0	0.99	0.419262496	0
3084	DB04815	Clioquinol	0.000013	HL60	-0.381114968	1	0	0.99	0.508771703	0
3086	DB04842	Fluspirilene	0.0000084	HL60	-0.413234337	1	-0.54865878	1	0	0.94
3087	DB01054	Nitrendipine	0.000011	HL60	0	1	-0.476610372	1	0	0.98
3088	DB12551	Idazoxan	0.0000166	HL60	0.47206054	0	0	0.99	0.486646778	0
3090	DB00488	Altretamine	0.000019	HL60	0	1	0	1	0.370704572	0.02
3091	DB00351	Megestrol acetate	0.0000104	HL60	0	1	0	0.97	0.394179903	0.02
3092	DB01428	Oxybenzone	0.0000176	HL60	0	0.99	0	0.99	0.352657488	0.02
3093	DB13823	Pipemidic acid	0.0000132	HL60	0	1	0	1	0	0.97
3094	DB09213	Dexibuprofen	0.0000194	HL60	0	0.99	0	1	0.584943608	0
3095	DB00712	Flurbiprofen	0.0000164	HL60	0	1	0	0.99	0	0.96
3096	DB13399	Terguride	0.0000088	HL60	0	1	0	0.99	0	0.98
3097	DB01708	Prasterone	0.0000122	HL60	0	1	0	1	0	0.95
3098	DB00457	Prazosin	0.0000096	HL60	-0.467977208	1	0	1	0	0.96
3100	DB01069	Promethazine	0.0000124	HL60	0	1	-0.489582847	1	0	0.94
3101	DB11221	Dioxybenzone	0.0000164	HL60	0	1	0	1	0	0.98
3102	DB13866	Etynodiol	0.0000104	HL60	0	1	0	1	0	0.94
3103	DB00393	Nimodipine	0.0000096	HL60	0	1	0	0.99	0	0.92
3104	DB00665	Nilutamide	0.0000126	HL60	0	1	0	0.99	0.418852565	0.01
3105	DB01586	Ursodeoxycholic acid	0.0000102	HL60	0	1	0	0.99	0	0.96
3106	DB15581		0.0000158	HL60	0	1	-0.583333333	1	0	0.97
3108	DB00461	Nabumetone	0.0000176	HL60	0	1	0	0.98	0	0.96
3109	DB00626	Bacitracin	0.0000028	HL60	0	1	0	1	0	0.95
3110	DB00465	Ketorolac	0.0000106	HL60	0	1	0	0.99	0	0.95
3111	DB04711	Iodipamide	0.0000036	HL60	0.336117552	0.02	0	0.99	0.412265661	0.02
3112	DB13251	Octopamine	0.000021	HL60	0	1	0	0.99	0.415934433	0.02
3113	DB00807	Proparacaine	0.000012	HL60	0	1	0	1	0	0.97
3115	DB13449	Proxyphylline	0.0000168	HL60	0	1	0	0.98	0	0.93
3117	DB09186	Nisoxetine	0.000013	HL60	0	1	0	1	0	0.96
3119	DB00344	Protriptyline	0.0000134	HL60	0	1	-0.446628791	1	0	0.99
3121	DB08849		0.000031	HL60	0	1	0	1	0	0.94
3122	DB00513	Aminocaproic Acid	0.0000304	HL60	0	1	0	0.95	0	0.95
3124	DB00409	Remoxipride	0.0000098	HL60	0	1	-0.574119906	1	0	0.99
3126	DB01251	Gliquidone	0.0000076	HL60	0	1	0.611313461	0.01	0.535386792	0
3128	DB00301	Flucloxacillin	0.0000084	HL60	0	1	0	1	0.395359212	0.01
3129	DB00270	Isradipine	0.0000108	HL60	0	1	0	1	0	0.98
3130	DB01218	Halofantrine	0.0000074	HL60	0	1	0	0.98	0.579683301	0
3133	DB11738	Rilmenidine	0.0000084	HL60	0	1	0	1	0	0.93
3134	DB06153	Pizotifen	0.0000094	HL60	0	1	0	0.98	0.527248939	0
3135	DB11371	Alfaxalone	0.000012	HL60	0	1	0.413373285	0.12	0	0.95
3136	DB09283	Trapidil	0.0000194	HL60	0	1	0	0.99	0.352528462	0.02
3137	DB11549	Tiletamine	0.0000154	HL60	0	0.99	0	0.97	0.41295597	0.01
3138	DB09009	Articaine	0.0000124	HL60	0	1	0	0.97	0	0.94
3140	DB09244	Pirlindole	0.0000124	HL60	0	1	0.46399201	0.13	0	0.95
3142	DB00811	Ribavirin	0.0000164	HL60	0	0.99	0	0.98	0	0.9
3143	DB07402	Azapropazone	0.0000134	HL60	0	1	0	0.99	-0.417082621	0.93
3144	DB13466	Deptropine	0.0000076	HL60	0	1	0.407392274	0.13	0	0.96
3145	DB06706	Isometheptene	0.0000082	HL60	0	1	0	0.97	0.502488267	0
3163	DB01016	Glyburide	0.000008	MCF7	0	1	0.477022855	0.06	0	0.91
3164	DB00518	Albendazole	0.000015	MCF7	-0.392628017	1	0	0.97	-0.556501639	1
3165	DB00755	Tretinoin	0.0000134	MCF7	0	1	0	0.95	0	0.87
3166	DB00257	Clotrimazole	0.0000116	MCF7	-0.490975838	1	0.439300075	0.11	0	0.85
3167	DB00598	Labetalol	0.000011	MCF7	0.359368821	0.02	0.413152775	0.12	0	0.81
3168	DB01062	Oxybutynin	0.0000102	MCF7	-0.427547382	1	-0.583333333	1	0	0.86
3169	DB09084	Benzydamine	0.0000116	MCF7	0	1	0	1	0	0.93
3170	DB00595	Oxytetracycline	0.000008	MCF7	-0.331900838	1	0	0.99	0	0.93
3171	DB01170	Guanethidine	0.0000134	MCF7	0	1	0.494186318	0.02	0	0.89
3172	DB00575	Clonidine	0.000015	MCF7	0	0.99	0	0.97	0.487535574	0
3173	DB08799	Antazoline	0.0000132	MCF7	0.350598981	0.01	0.422412899	0.12	0	0.88
3174	DB12131	Vinpocetine	0.0000114	MCF7	0	0.97	0.6	0	0	0.85
3175	DB00568	Cinnarizine	0.0000108	MCF7	0	1	0	0.97	-0.577251301	1
3176	DB13790	Fipexide	0.0000094	MCF7	0	0.99	0	0.98	-0.437960688	0.98
3178	DB01100	Pimozide	0.0000086	MCF7	-0.567649091	1	-0.572565958	1	0	0.87
3179	DB01103	Quinacrine	0.0000078	MCF7	0.257563344	0.02	0	0.96	0	0.9
3180	DB01156	Bupropion	0.0000144	MCF7	0	1	0	0.97	0	0.84
3181	DB00903	Etacrynic acid	0.0000132	MCF7	0	0.97	0	0.96	0	0.86
3182	DB01242	Clomipramine	0.0000114	MCF7	-0.353854608	1	-0.383333333	1	-0.353703612	0.9
3183	DB00959	Methylprednisolone	0.0000106	MCF7	0	1	-0.411374426	0.99	-0.398719592	0.96
3184	DB06691	Mepyramine	0.00001	MCF7	-0.347084289	1	0	0.98	0	0.82
3185	DB00834	Mifepristone	0.0000094	MCF7	0	1	0	0.97	-0.457684113	1
3186	DB00613	Amodiaquine	0.0000086	MCF7	-0.401316563	1	-0.594444444	1	0	0.9
3188	DB00866	Alprenolol	0.000014	MCF7	0	1	0	0.97	0	0.89
3189	DB01058	Praziquantel	0.0000128	MCF7	0	0.99	0	0.98	0.319594418	0.01
3190	DB08980	Fendiline	0.0000114	MCF7	-0.394542621	1	-0.489756661	1	0	0.86
3191	DB00908	Quinidine	0.0000106	MCF7	0	0.99	-0.522222222	1	0	0.78
3192	DB01138	Sulfinpyrazone	0.0000098	MCF7	0	0.99	0	0.97	0	0.89
3193	DB12554	Mebeverine	0.0000086	MCF7	0	0.97	0	0.96	0	0.87
3194	DB00623	Fluphenazine	0.0000078	MCF7	0.288396783	0.04	0	0.95	0.371829049	0.05
3195	DB01082	Streptomycin	0.0000028	MCF7	0	1	0	0.96	0.554399448	0
3197	DB00695	Furosemide	0.000012	MCF7	0	1	0.557690611	0	0.476042266	0
3198	DB00310	Chlorthalidone	0.0000118	MCF7	0.397356051	0	0	0.98	0.463303486	0
3199	DB01408	Bambuterol	0.00001	MCF7	0	0.98	0	0.93	0	0.83
3200	DB00920	Ketotifen	0.0000094	MCF7	0	1	0	0.96	0.3824229	0.02
3201	DB13766	Lidoflazine	0.0000082	MCF7	0	1	0.51636833	0.02	0.460999843	0
3202	DB00871	Terbutaline	0.0000072	MCF7	0.389032754	0.01	0	0.99	0	0.89
3203	DB00346	Alfuzosin	0.0000094	MCF7	0	1	0.575424806	0.02	0	0.96
3204	DB01297	Practolol	0.000015	MCF7	0	1	0.529216281	0.02	0	0.92
3205	DB04819	Methapyrilene	0.0000134	MCF7	0	1	0	1	0	0.95
3206	DB00841	Dobutamine	0.0000118	MCF7	0	1	0	1	0	0.94
3207	DB04840	Debrisoquine	0.000009	MCF7	0	1	0.618491711	0	0	0.94
3208	DB00195	Betaxolol	0.0000116	MCF7	0	1	0	1	0	0.95
3209	DB12465	Ketanserin	0.000007	MCF7	0	1	0.465613407	0.09	0	0.9
3210	DB00672	Chlorpropamide	0.0000144	MCF7	0	1	0.55290295	0.05	0	0.92
3211	DB00495	Zidovudine	0.000015	MCF7	0	1	0.510894492	0.06	0.526082011	0
3212	DB01151	Desipramine	0.0000132	MCF7	0	1	0	1	0	0.92
3213	DB01394	Colchicine	0.00001	MCF7	0	1	0	1	0	0.9
3214	DB00563	Methotrexate	0.0000088	MCF7	0	1	0.553324513	0.01	0	0.96
3215	DB00622	Nicardipine	0.0000078	MCF7	0	1	0	1	0	0.91
3217	DB00397	Phenylpropanolamine	0.0000214	MCF7	0	1	0.483885906	0.07	0	0.88
3218	DB00263	Sulfisoxazole	0.000015	MCF7	0	1	-0.466666667	0.99	0	0.94
3219	DB04017	Clorgiline	0.000013	MCF7	-0.419941018	1	-0.672222222	1	-0.632039501	1
3220	DB13792	Clopamide	0.0000116	MCF7	0	1	0	0.97	0	0.86
3221	DB13520	Metergoline	0.00001	MCF7	0	1	0	0.99	0	0.88
3222	DB00353	Methylergometrine	0.0000088	MCF7	0	1	-0.535386671	1	0	0.95
3223	DB01599	Probucol	0.0000078	MCF7	0	1	0	1	0.449461932	0
3224	DB01172	Kanamycin	0.0000068	MCF7	0	1	0	1	-0.450047452	0.98
3225	DB00126	Ascorbic acid	0.0000224	MCF7	0.388594101	0	0	0.99	0	0.92
3228	DB01407	Clenbuterol	0.0000128	MCF7	0	1	0	0.99	0	0.93
3229	DB14061	Hycanthone	0.0000112	MCF7	0.419265002	0.01	0	0.96	0	0.9
3230	DB01194	Brinzolamide	0.0000104	MCF7	0	1	0	1	0	0.92
3232	DB01204	Mitoxantrone	0.0000078	MCF7	0.705816715	0	0	0.99	-0.700859951	1
3233	DB00479	Amikacin	0.0000066	MCF7	0.46827784	0	0.615750901	0	0.608392884	0
3234	DB00968	Methyldopa	0.000019	MCF7	0	1	-0.568205048	1	0	0.92
3235	DB01178	Chlormezanone	0.0000146	MCF7	0.458930696	0	0	1	0.552066356	0
3236	DB00934	Maprotiline	0.0000128	MCF7	0	1	0	0.98	0	0.84
3237	DB00131	Adenosine phosphate	0.000011	MCF7	0	1	0	0.96	0	0.89
3238	DB06742	Ambroxol	0.0000096	MCF7	0.44344015	0	0	0.97	0.538414686	0
3239	DB00845	Clofazimine	0.0000084	MCF7	0	1	0	0.97	0.650943209	0
3240	DB03701	Vanoxerine	0.0000076	MCF7	-0.455767653	1	0	0.99	0	0.93
3241	DB00773	Etoposide	0.0000068	MCF7	0.365836692	0.03	0	0.99	0	0.88
3244	DB04652	Corticosterone	0.0000116	MCF7	0.524349434	0	0	1	0	1
3247	DB00671	Cefixime	0.0000088	MCF7	0	1	0	1	0	0.95
3248	DB01783	Pantothenic acid	0.000008	MCF7	0	1	0	1	0	0.98
3249	DB00451	Levothyroxine	0.0000052	MCF7	0	1	0	1	0	0.98
3251	DB00395	Carisoprodol	0.0000154	MCF7	0.577768229	0	0	1	0.826081983	0
3252	DB00115	Cyanocobalamin	0.000003	MCF7	0.568092523	0	0	1	0	0.98
3255	DB01578	Metrizamide	0.000005	MCF7	0	1	0	1	0	0.95
3256	DB14476	DL-alpha-Tocopherol	0.0000092	MCF7	0	1	0	0.99	0	0.97
3257	DB07352	Apigenin	0.0000148	MCF7	0	1	0	1	-0.605036855	0.99
3259	DB01140	Cefadroxil	0.000011	MCF7	0.579941212	0	0	1	0	0.97
3260	DB06743	Ginkgolide A	0.0000098	MCF7	0	1	0	1	0	1
3263	DB12582	Piperine	0.000014	MCF7	0	1	0	1	0	0.98
3267	DB00091	Ciclosporin	0.0000034	MCF7	0.502157965	0	0	1	0.66647468	0
3268	DB00924	Cyclobenzaprine	0.0000128	MCF7	0.477734181	0	0	1	0	0.94
3269	DB13808	Mebhydrolin	0.0000048	MCF7	0	1	0	0.99	0	0.93
3270	DB02375	Myricetin	0.0000126	MCF7	0.560463751	0	0	1	0	0.97
3271	DB00835	Brompheniramine	0.0000092	MCF7	0	1	0	1	0	1
3273	DB01602	Bacampicillin	0.000008	MCF7	0.505479279	0	0	1	0	0.94
3274	DB13510	Buflomedil	0.0000116	MCF7	0	1	-0.627777778	1	0	0.99
3276	DB00521	Carteolol	0.0000122	MCF7	0	1	0	1	0.707138941	0
3277	DB13092	Meclocycline	0.0000058	MCF7	0	1	0	1	0.581553445	0
3278	DB03467	Naringenin	0.0000146	MCF7	0	1	0	0.99	0	0.96
3279	DB01087	Primaquine	0.0000088	MCF7	0.346609962	0	-0.761111111	1	0	0.96
3280	DB00915	Amantadine	0.0000096	MCF7	0.533998595	0	0	1	0	0.96
3281	DB12480	Betulinic Acid	0.0000088	MCF7	0	1	0	0.99	0	0.95
3282	DB12029	Chlorogenic Acid	0.0000112	MCF7	0	1	0	1	0	0.98
3283	DB00390	Digoxin	0.0000052	MCF7	0	1	0	0.99	0	0.91
3284	DB00741	Hydrocortisone	0.000011	MCF7	0	1	0	1	0.631243351	0
3285	DB00737	Meclizine	0.0000086	MCF7	0	1	0	0.99	0	0.97
3287	DB00396	Progesterone	0.0000128	MCF7	0	1	0	0.98	0	0.93
3288	DB00639	Butoconazole	0.0000084	MCF7	-0.436371871	1	-0.527777778	1	0	0.9
3289	DB00121	Biotin	0.0000164	MCF7	0	1	0	0.98	0	0.94
